attrInteger,attrInteger,attrInteger,attrInteger
1031658,2,103165800,1031659
384088,700,38408800,384089
130264,69,13026400,130265
708143,635,70814300,708144
697460,894,69746000,697461
1116745,249,111674500,1116746
1675799,34,167579900,1675800
996543,701,99654300,996544
74185,178,7418500,74186
1365453,777,136545300,1365454
1063330,429,106333000,1063331
468200,929,46820000,468201
1666301,286,166630100,1666302
1571141,439,157114100,1571142
1495774,857,149577400,1495775
57693,580,5769300,57694
271474,361,27147400,271475
1442003,76,144200300,1442004
552591,795,55259100,552592
1153545,328,115354500,1153546
1576698,816,157669800,1576699
1086647,671,108664700,1086648
1481938,213,148193800,1481939
1392483,491,139248300,1392484
1697017,951,169701700,1697018
1686919,299,168691900,1686920
1668716,855,166871600,1668717
1809111,493,180911100,1809112
1065039,340,106503900,1065040
1269674,207,126967400,1269675
1105615,448,110561500,1105616
1397321,209,139732100,1397322
45840,590,4584000,45841
1929872,635,192987200,1929862
102343,134,10234300,102344
1208547,805,120854700,1208548
1241147,260,124114700,1241148
1781131,700,178113100,1781132
314086,967,31408600,314087
349397,149,34939700,349398
747160,758,74716000,747161
288895,739,28889500,288896
1295005,767,129500500,1295006
567965,552,56796500,567966
985440,383,98544000,985441
1235609,912,123560900,1235610
1222454,646,122245400,1222455
232167,325,23216700,232168
785730,817,78573000,785731
1267175,810,126717500,1267176
449826,136,44982600,449827
1473640,174,147364000,1473641
75522,113,7552200,75523
807694,462,80769400,807695
598791,886,59879100,598792
1612659,723,161265900,1612660
1691032,860,169103200,1691033
1500799,160,150079900,1500800
1169908,914,116990800,1169909
1807043,534,180704300,1807044
133437,481,13343700,133438
1263781,197,126378100,1263782
1644105,189,164410500,1644106
735435,260,73543500,735436
1003837,644,100383700,1003838
1026004,405,102600400,1026005
388087,112,38808700,388088
34205,909,3420500,34206
1408375,557,140837500,1408376
1414015,805,141401500,1414016
1533477,817,153347700,1533478
442127,773,44212700,442128
1902178,686,190217800,1902179
578811,504,57881100,578812
241810,192,24181000,241811
996264,32,99626400,996265
1611834,698,161183400,1611835
210901,601,21090100,210902
258615,175,25861500,258616
1862605,927,186260500,1862606
1551227,896,155122700,1551228
1147105,159,114710500,1147106
1613011,552,161301100,1613012
463912,424,46391200,463913
942888,719,94288800,942889
1713424,17,171342400,1713425
1818873,558,181887300,1818874
1284664,538,128466400,1284665
736172,586,73617200,736173
343420,333,34342000,343421
1312810,684,131281000,1312811
766045,178,76604500,766046
246910,632,24691000,246911
8130,335,813000,8131
1862285,442,186228500,1862286
170777,8,17077700,170778
1983360,175,198336000,1983361
1662282,864,166228200,1662283
1778015,154,177801500,1778016
415188,492,41518800,415189
1590385,116,159038500,1590386
536597,222,53659700,536598
815954,697,81595400,815955
1822223,663,182222300,1822213
1996090,765,199609000,1996091
1326851,350,132685100,1326852
184350,802,18435000,184351
1467237,66,146723700,1467238
13381,787,1338100,13382
1070891,695,107089100,1070892
319764,308,31976400,319765
491692,367,49169200,491693
1552977,69,155297700,1552978
1138858,764,113885800,1138859
1668001,166,166800100,1668002
223733,184,22373300,223734
987250,140,98725000,987251
1718273,643,171827300,1718274
1461110,423,146111000,1461111
1577643,890,157764300,1577644
1369454,683,136945400,1369455
559090,848,55909000,559091
1239207,66,123920700,1239208
522595,47,52259500,522596
1936975,653,193697500,1936976
1037474,744,103747400,1037475
1881,963,188100,1882
988171,961,98817100,988172
1202098,115,120209800,1202099
1313999,206,131399900,1314000
502211,465,50221100,502212
1493525,188,149352500,1493526
453365,928,45336500,453366
1675736,553,167573600,1675737
1133948,206,113394800,1133949
1986639,747,198663900,1986640
947381,766,94738100,947382
1186012,493,118601200,1186013
26803,861,2680300,26804
1421429,719,142142900,1421430
695599,323,69559900,695600
177865,987,17786500,177866
305097,990,30509700,305087
635741,858,63574100,635742
965523,746,96552300,965524
270715,811,27071500,270716
722597,927,72259700,722598
926859,198,92685900,926860
298522,155,29852200,298523
63063,499,6306300,63064
1000716,968,100071600,1000717
653367,941,65336700,653368
1231902,47,123190200,1231903
1025640,178,102564000,1025641
227126,419,22712600,227127
756119,334,75611900,756120
1756555,682,175655500,1756556
233032,847,23303200,233033
1663741,93,166374100,1663742
813015,127,81301500,813016
1217530,212,121753000,1217531
1027753,311,102775300,1027754
573316,801,57331600,573306
1243876,672,124387600,1243877
1465942,804,146594200,1465943
1844771,501,184477100,1844772
598714,118,59871400,598715
1922725,237,192272500,1922726
1280760,959,128076000,1280761
1443499,283,144349900,1443500
1924617,766,192461700,1924618
997894,604,99789400,997895
1351737,132,135173700,1351738
243062,501,24306200,243063
1524718,961,152471800,1524708
148729,577,14872900,148730
301089,789,30108900,301090
601395,538,60139500,601396
73974,292,7397400,73975
1288826,84,128882600,1288827
1145573,395,114557300,1145574
1699319,830,169931900,1699320
1430305,284,143030500,1430306
1444538,676,144453800,1444539
660632,680,66063200,660633
1706619,498,170661900,1706620
903279,96,90327900,903280
1343323,734,134332300,1343324
1661968,298,166196800,1661969
1606859,436,160685900,1606860
1362822,71,136282200,1362823
240615,126,24061500,240616
222727,542,22272700,222728
182057,287,18205700,182058
312262,438,31226200,312263
1018958,518,101895800,1018959
371463,84,37146300,371464
626255,475,62625500,626256
1604985,925,160498500,1604986
1067663,211,106766300,1067664
981748,818,98174800,981749
965569,677,96556900,965570
1607414,560,160741400,1607415
1758429,689,175842900,1758430
947014,827,94701400,947015
504443,655,50444300,504444
584450,257,58445000,584451
1805076,166,180507600,1805077
1706944,157,170694400,1706945
1222615,587,122261500,1222616
363052,757,36305200,363053
1798554,322,179855400,1798555
472843,865,47284300,472844
1726872,772,172687200,1726862
1255017,33,125501700,1255018
904393,481,90439300,904394
302868,363,30286800,302869
1175148,147,117514800,1175149
634322,26,63432200,634323
573213,707,57321300,573214
793306,320,79330600,793307
1568824,201,156882400,1568825
1890219,151,189021900,1890220
4714,10,471400,4715
68988,291,6898800,68989
1601472,674,160147200,1601473
1561716,705,156171600,1561717
734712,881,73471200,734713
1809713,815,180971300,1809714
1304607,76,130460700,1304597
1570370,774,157037000,1570371
454906,578,45490600,454907
1902570,140,190257000,1902571
408580,677,40858000,408581
433537,726,43353700,433538
807493,958,80749300,807494
692244,257,69224400,692245
873512,931,87351200,873513
1208211,348,120821100,1208212
1711595,381,171159500,1711596
634895,881,63489500,634896
840001,219,84000100,840002
626522,831,62652200,626523
1790204,540,179020400,1790205
939493,308,93949300,939494
211140,694,21114000,211141
1371843,147,137184300,1371844
879297,347,87929700,879298
334873,796,33487300,334874
1362209,442,136220900,1362210
1145996,582,114599600,1145997
1050103,325,105010300,1050104
1038806,245,103880600,1038807
1167099,148,116709900,1167100
1914453,613,191445300,1914454
1602463,297,160246300,1602464
729418,744,72941800,729419
240757,131,24075700,240758
321003,345,32100300,321004
1034401,39,103440100,1034402
274477,110,27447700,274478
1852022,292,185202200,1852023
1034928,80,103492800,1034929
1362322,317,136232200,1362323
149029,450,14902900,149030
72031,744,7203100,72032
486934,762,48693400,486935
893125,578,89312500,893126
1858056,872,185805600,1858057
714169,377,71416900,714170
1085650,298,108565000,1085651
639672,285,63967200,639673
325590,104,32559000,325591
1941306,748,194130600,1941307
1564851,67,156485100,1564852
229420,930,22942000,229421
613356,857,61335600,613357
776449,606,77644900,776450
193409,435,19340900,193410
1449220,191,144922000,1449221
1165874,99,116587400,1165875
970812,446,97081200,970813
1718554,35,171855400,1718555
1536567,201,153656700,1536568
313726,773,31372600,313727
966805,174,96680500,966806
1585830,422,158583000,1585831
1742568,445,174256800,1742569
1838839,231,183883900,1838840
1538726,248,153872600,1538727
569216,103,56921600,569217
1339352,103,133935200,1339353
1981508,72,198150800,1981509
583263,716,58326300,583264
1227852,609,122785200,1227853
169638,865,16963800,169639
321353,365,32135300,321354
1559748,53,155974800,1559749
1874548,110,187454800,1874549
373345,355,37334500,373346
161514,617,16151400,161515
1115044,481,111504400,1115045
733819,859,73381900,733820
63255,484,6325500,63256
463761,139,46376100,463762
1946734,933,194673400,1946735
120575,435,12057500,120576
1523563,415,152356300,1523564
1874079,669,187407900,1874080
342879,947,34287900,342880
736914,673,73691400,736915
604213,966,60421300,604214
399077,127,39907700,399078
912320,800,91232000,912321
113007,118,11300700,113008
1352640,6,135264000,1352641
1716110,586,171611000,1716111
765570,287,76557000,765571
43226,687,4322600,43227
525172,789,52517200,525173
239802,264,23980200,239803
538011,15,53801100,538012
1444378,729,144437800,1444379
229164,505,22916400,229165
1543917,793,154391700,1543918
907720,944,90772000,907721
1429286,324,142928600,1429287
1429926,692,142992600,1429927
1327715,377,132771500,1327716
183300,230,18330000,183301
1873045,235,187304500,1873046
338393,348,33839300,338394
466004,111,46600400,466005
701604,895,70160400,701605
1861570,601,186157000,1861571
1869747,783,186974700,1869748
913080,951,91308000,913081
124502,975,12450200,124503
1535491,786,153549100,1535492
953681,929,95368100,953682
244796,738,24479600,244797
759603,217,75960300,759604
295142,314,29514200,295143
654972,541,65497200,654973
659891,993,65989100,659892
699001,194,69900100,699002
758939,648,75893900,758940
990868,694,99086800,990869
1504126,510,150412600,1504127
932731,428,93273100,932732
1356823,755,135682300,1356824
77078,150,7707800,77079
1690768,957,169076800,1690769
1149548,554,114954800,1149549
1537312,433,153731200,1537313
519463,927,51946300,519464
1927163,994,192716300,1927164
1844036,66,184403600,1844037
1651918,305,165191800,1651919
1675057,944,167505700,1675058
1673396,157,167339600,1673397
765254,173,76525400,765255
786773,992,78677300,786774
194501,138,19450100,194502
382165,233,38216500,382166
1923772,215,192377200,1923773
1333883,801,133388300,1333884
1241476,75,124147600,1241477
1311866,136,131186600,1311867
1556299,790,155629900,1556300
198609,6,19860900,198610
811903,752,81190300,811904
622235,768,62223500,622236
919758,199,91975800,919759
781422,667,78142200,781423
125784,910,12578400,125785
1770535,257,177053500,1770536
1358021,989,135802100,1358022
1819942,178,181994200,1819943
929792,466,92979200,929793
582607,396,58260700,582608
1737111,327,173711100,1737112
1127081,440,112708100,1127082
121493,256,12149300,121494
747079,265,74707900,747080
1577567,373,157756700,1577568
1466129,180,146612900,1466130
963631,831,96363100,963632
708584,789,70858400,708585
145314,101,14531400,145315
622841,795,62284100,622842
20698,482,2069800,20699
541717,184,54171700,541718
858209,139,85820900,858210
1099568,608,109956800,1099569
1217613,204,121761300,1217614
1534105,993,153410500,1534106
30593,232,3059300,30594
1303176,64,130317600,1303177
1838797,340,183879700,1838798
485347,575,48534700,485348
1966729,148,196672900,1966730
1175601,372,117560100,1175602
1000296,705,100029600,1000297
1833376,515,183337600,1833377
404214,218,40421400,404215
443800,999,44380000,443801
266446,488,26644600,266447
769608,493,76960800,769609
1827704,764,182770400,1827705
121790,701,12179000,121791
928556,435,92855600,928557
836861,955,83686100,836862
1106217,8,110621700,1106218
595366,50,59536600,595367
448998,164,44899800,448999
1960796,246,196079600,1960786
950498,674,95049800,950499
848678,706,84867800,848679
875502,419,87550200,875503
454363,689,45436300,454364
354548,313,35454800,354549
1527311,340,152731100,1527312
1238278,433,123827800,1238279
1282849,622,128284900,1282850
651146,947,65114600,651147
863260,399,86326000,863261
653740,115,65374000,653741
1462430,751,146243000,1462431
194055,139,19405500,194056
1411830,235,141183000,1411831
165517,793,16551700,165518
1534999,473,153499900,1535000
806171,333,80617100,806172
1097306,484,109730600,1097307
6740,911,674000,6741
1545840,575,154584000,1545841
1208920,906,120892000,1208921
957005,499,95700500,957006
1871209,413,187120900,1871210
1488758,225,148875800,1488759
1363788,481,136378800,1363789
1060997,941,106099700,1060998
1641810,332,164181000,1641811
1640830,605,164083000,1640831
778534,510,77853400,778535
679696,308,67969600,679697
200644,140,20064400,200645
347251,403,34725100,347252
1692023,295,169202300,1692024
910227,968,91022700,910228
742986,63,74298600,742987
1139267,235,113926700,1139268
1593489,766,159348900,1593490
783437,162,78343700,783438
1712408,542,171240800,1712409
965376,610,96537600,965366
1039670,710,103967000,1039671
431066,886,43106600,431067
1568942,446,156894200,1568943
741104,605,74110400,741105
1727004,537,172700400,1727005
662569,654,66256900,662570
649322,563,64932200,649323
1385273,68,138527300,1385274
50669,879,5066900,50670
1987599,860,198759900,1987600
1842295,310,184229500,1842296
1024757,211,102475700,1024758
266165,733,26616500,266166
134007,26,13400700,134008
747157,729,74715700,747158
770566,930,77056600,770567
448999,814,44899900,449000
304547,600,30454700,304548
373296,682,37329600,373297
907280,665,90728000,907281
369863,298,36986300,369864
1484422,467,148442200,1484423
958614,13,95861400,958615
743256,236,74325600,743257
667446,328,66744600,667447
1517795,290,151779500,1517796
88131,431,8813100,88132
615784,858,61578400,615785
13487,252,1348700,13488
1710773,818,171077300,1710774
1168987,933,116898700,1168988
1059396,984,105939600,1059397
1948792,322,194879200,1948793
75240,763,7524000,75241
1961592,50,196159200,1961593
1553633,145,155363300,1553634
914595,945,91459500,914596
1563703,793,156370300,1563704
682996,26,68299600,682997
920567,790,92056700,920568
294709,880,29470900,294710
1314311,615,131431100,1314312
1726260,299,172626000,1726261
1695478,729,169547800,1695479
1757813,161,175781300,1757814
1276610,725,127661000,1276611
1526387,165,152638700,1526388
116613,640,11661300,116614
764315,317,76431500,764316
135442,992,13544200,135443
1645851,867,164585100,1645852
74451,22,7445100,74452
909142,287,90914200,909143
405723,908,40572300,405724
1009781,841,100978100,1009782
1057944,89,105794400,1057945
145191,30,14519100,145192
688967,148,68896700,688968
556987,28,55698700,556988
1550681,170,155068100,1550682
110657,746,11065700,110658
281460,500,28146000,281461
665120,19,66512000,665121
